artist,song_name,duration_ms,danceability,energy
Pop Smoke,What You Know Bout Love,66016,0.11869793303340836,0.19155574702968525
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),252321,0.1383627871565788,0.20157241981473129
Billie Eilish,Bad Guy,229959,0.3888810877021698,0.7519181178395132
Post Malone,Circles,139294,0.2854779418373622,0.9235285789612944
Elton John & Dua Lipa,Cold Heart,222436,0.852112169087998,0.1574766991052663
CKay,Love Nwantiti,41691,0.3558826936155973,0.490368095949683
Rema & Selena Gomez,Calm Down,22594,0.27229750371880546,0.18996133237150614
Rihanna,Lift Me Up,205304,0.2893086755051095,0.0770776318960692
Jose Feliciano,Feliz Navidad,135293,0.10617841111132276,0.819606123354847
Bailey Zimmerman,Rock And A Hard Place,235359,0.9875153399938383,0.9169808172184988
Em Beihold,Numb Little Bug,207790,0.8216245317129605,0.9262992084569117
Sam Smith & Kim Petras,Unholy,135053,0.4110027210564079,0.42870104050234836
Em Beihold,Numb Little Bug,280303,0.5401760350161701,0.49362931561389956
Doja Cat & Nicki Minaj,Say So,120784,0.15778605580140648,0.5894139752762367
Lady Gaga & Ariana Grande,Rain On Me,284234,0.9269287919664334,0.9978443969619124
Dua Lipa,Break My Heart,255704,0.6180324614149469,0.6337886414128976
Lost Frequencies & Calum Scott,Where Are You Now,97774,0.7827380821901468,0.1959889841957212
Dove Cameron,Boyfriend,247233,0.7266085616845432,0.4744162821034976
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,165195,0.3492207654888465,0.817889312307068
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,270049,0.9272079967532285,0.5819318894751413
Luke Combs,Forever After All,156422,0.32361881078751464,0.5155445267375928
Future & Drake & Tems,WAIT FOR U,157615,0.9990780786245063,0.9627357577433445
Coi Leray,Players,182927,0.16563122322226353,0.883560054692205
Drake & Lil Durk,Laugh Now Cry Later,182719,0.5699722278570539,0.5209174278506159
Toosii,Favorite Song,117063,0.8393904672468693,0.12560474900311558
Lil Nas & Jack Harlow,Industry Baby,152602,0.2890162443589237,0.8407802436818034
Tate McRae,She's All I Wanna Be,24390,0.24899384693215476,0.30221150183115275
Topic & A7S,Breaking Me,224091,0.9325911855845771,0.9956753053456503
The Weeknd & Ariana Grande,Save Your Tears,43765,0.009545735535309907,0.33310420923431217
DJ Ti.sto,The Business,86837,0.24265625917148104,0.8204735914709544
Farruko,Pepas,117215,0.592065499487669,0.08933131103983505
Brenda Lee,Rockin' Around The Christmas Tree,206229,0.5455202069616678,0.7481079841172014
Tate McRae,Greedy,213219,0.3252020914589262,0.623351530956426
Kenya Grace,Strangers,298421,0.5086990205494973,0.687443438221603
Cardi B,Up,58113,0.7886968850931769,0.5203990650546317
Surf Mesa & Emilee,ILY (I Love You Baby),187158,0.004764986411635919,0.5465428618144907
Kate Bush,Running Up That Hill (A Deal With God),274502,0.9182799216914215,0.0013593722915693496
Steve Lacy,Bad Habit,264920,0.2802552809976072,0.5726061636934767
Ariana Grande,Santa Tell Me,202779,0.40240711255444017,0.862070679813194
Ariana Grande,Santa Tell Me,157079,0.7294865526699684,0.8456461857801483
Olivia Rodrigo,Drivers License,140203,0.6737982868636407,0.9157003434397062
Post Malone & The Weeknd,One Right Now,175406,0.23055061200646454,0.49404856648510453
Morgan Wallen,Last Night,73561,0.1631957511565637,0.9073945338416501
Maroon 5,Memories,235668,0.46054461336124397,0.29124180289048507
Nicki Minaj,Super Freaky Girl,196201,0.37054053730862346,0.9294659355460589
Farruko,Pepas,97115,0.08271526779693628,0.34102878068232356
Ed Sheeran,Shivers,27245,0.2699104860545942,0.6013233686956271
DJ Ti.sto & Ava Max,The Motto,134978,0.008849785013461009,0.3630899115630286
Metro Boomin, The Weeknd & 21 Savage,Creepin',210883,0.12724134598289893,0.5970147518427301
Taylor Swift,Anti-Hero,21694,0.9551649047480557,0.5347807940520838
Morgan Wallen,Sand In My Boots,171233,0.42485193880709504,0.26425582117037205
Beyonce,Break My Soul,93226,0.3871326425766205,0.1341526228905019
Post Malone,Circles,197763,0.8951350615577867,0.12050373361898759
Adele,Easy On Me,288550,0.4208250482258685,0.5487469122913315
Doja Cat,Woman,223600,0.38149702924659734,0.16272204567343163
Jack Harlow,First Class,238807,0.23361030243645875,0.4742895570602682
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,288838,0.4195564070360416,0.5800865635837225
Morgan Wallen,Last Night,8247,0.6933152740871691,0.45794753535974597
Drake & 21 Savage,Jimmy Cooks,64358,0.2228881343966973,0.1247889211201687
Post Malone,Chemical,137509,0.3706422388407504,0.995830941250127
Tate McRae,Greedy,67389,0.22645286773180717,0.8883029805606726
Toosii,Favorite Song,200121,0.17986322031606028,0.3172205922738117
Farruko,Pepas,148117,0.08858406072324498,0.9171816284499057
Drake & 21 Savage,Rich Flex,288293,0.8096010812368764,0.012769499826291053
Drake,Toosie Slide,230222,0.961151483824996,0.29374075686358303
Jordan Davis & Luke Bryan,Buy Dirt,89428,0.7257405906381833,0.17237875233223765
Kenya Grace,Strangers,90628,0.9160635614056064,0.4677330833441872
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),37821,0.3054486303202655,0.47360762164624104
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,120011,0.09278968963895817,0.8756139332207841
Stephen Sanchez,Until I Found You,35722,0.4843798058622103,0.26247276366377215
Drake & Future & Young Thug,Way 2 Sexy,199348,0.05769390118997586,0.848387944274073
Kenya Grace,Strangers,279999,0.06469325273774795,0.05279271685319464
Camila Cabello & DaBaby,My Oh My,190787,0.07212272767153971,0.30302474490442566
Post Malone & Doja Cat,I Like You (A Happier Song),99284,0.8994160573869522,0.9263974799226308
Nathan Evans,Wellerman,221816,0.2623030011236497,0.38125324876150024
Kate Bush,Running Up That Hill (A Deal With God),134075,0.00583246322437847,0.18225333945551392
SAINt JHN,Roses,288068,0.42556699833510103,0.68847217359896
Eslabon Armado & Peso Pluma,Ella Baila Sola,161631,0.05816116979514652,0.6135055309953729
Maneskin,Beggin',73880,0.4743043807062106,0.7589925094204529
Rihanna,Lift Me Up,139580,0.32410612542051886,0.9972961123992631
Harry Styles,Adore You,142436,0.5471787462749067,0.3161421504148014
Glass Animals,Heat Waves,145554,0.4262802969437879,0.5199914750022734
Post Malone,Circles,44777,0.9632636986518853,0.34904887902500725
Masked Wolf,Astronaut In The Ocean,290561,0.06474091886124145,0.4696863693969797
Luke Combs,The Kind of Love We Make,288448,0.939682277559343,0.05178279666882302
The Killers,Mr Brightside,282786,0.7011688540842037,0.9214052290948753
