artist,song_name,duration_ms,danceability,energy
Beyonce,Cuff It,107902,0.5302974495198904,0.11964276835399079
Harry Styles,Watermelon Sugar,242956,0.6823890381642673,0.9217048614746902
Dove Cameron,Boyfriend,134765,0.5015450844060548,0.7630001413027688
Camila Cabello & DaBaby,My Oh My,211351,0.03128758759375505,0.883212868383953
Raye & 070 Shake,Escapism,125211,0.3636498256843921,0.8912860720589292
Maroon 5,Memories,286281,0.4933389961090263,0.24600317761797386
Justin Bieber & Daniel Caesar & Giveon,Peaches,140420,0.39348922691234345,0.19972615373731817
Tate McRae,Greedy,132660,0.4415315520145836,0.15495805984177136
BTS,Butter,222087,0.029559048703403423,0.03400853961847905
OneRepublic,I Ain't Worried,73461,0.25068380625622144,0.9348097853609085
Ed Sheeran,Bad Habits,100910,0.593011016309843,0.6810252399766743
Bad Bunny,Titi me pregunto,218053,0.47915523347202227,0.6855298450603122
Taylor Swift,Cruel Summer,141042,0.9375344545728551,0.41773847130704744
Joji,Glimpse Of Us,288519,0.4296363148884138,0.6579554126690369
WizKid & Justin Bieber & Tems,Essence,262397,0.0009679245373672707,0.4356001193965525
Topic & A7S,Breaking Me,249639,0.9142815516243845,0.20911908776771237
The Ronettes,Sleigh Ride,160188,0.2965638831757266,0.8286780619811311
Saweetie & Doja Cat,Best Friend,48526,0.45482926369641075,0.5309252147125825
Beyonce,Cuff It,15093,0.7842739176162986,0.8272402675901132
Kodak Black,Super Gremlin,48506,0.3606046064168883,0.622432887408269
Dua Lipa,Dance The Night,110755,0.48548551451244704,0.4920880065672967
Lil Uzi Vert,Just Wanna Rock,248879,0.409668971596726,0.4148281859902315
Apache 207,Roller,66715,0.4945549026698496,0.4243501567695477
Burl Ives,A Holly Jolly Christmas,258026,0.368339998230386,0.7316903913131483
Lizzo,About Damn Time,154697,0.7052532077079263,0.7448402490797618
Polo G,Rapstar,78755,0.8484035760910802,0.04068140896592887
The Kid LAROI,Without You,61851,0.5988889919761818,0.8763771256039552
Zach Bryan,Something In The Orange,135102,0.3690221260615285,0.7759473655418685
Doja Cat,Paint The Town Red,241656,0.7975847129448441,0.09397750548038541
Morgan Wallen,You Proof,239118,0.9099941805805964,0.534158551167197
Farruko,Pepas,41510,0.27233000856898104,0.24851525835646937
Kelly Clarkson,Underneath The Tree,291094,0.07432436459680292,0.52012091376919
Luke Combs,Forever After All,230790,0.1835771095942379,0.014151842083933497
Nicky Youre & dazy,Sunroof,91382,0.418769167810466,0.8456235421017624
Luke Combs,Fast Car,257410,0.8482752702533927,0.6946425420802336
Jack Harlow,First Class,41980,0.39891683700547176,0.8003397284888744
Latto,Big Energy,238522,0.1389972434895902,0.8416106580570589
Future & Drake & Tems,WAIT FOR U,230742,0.21736658424987498,0.811144464467049
Brenda Lee,Rockin' Around The Christmas Tree,29570,0.7554363200984062,0.6180377293820647
Toosii,Favorite Song,200123,0.2754190335889072,0.620048830514684
DJ Ti.sto,The Business,158130,0.48941277528847393,0.9954574973729451
Cardi B & Megan Thee Stallion,WAP,41601,0.2901634637207958,0.6608975991398396
Future & Drake,Life Is Good,130254,0.35403214091445456,0.28375729153505913
CKay,Love Nwantiti,63889,0.6003102101859947,0.02725315552368801
Jack Harlow,First Class,160770,0.20398474720698168,0.9740965789297538
Morgan Wallen,You Proof,211288,0.9009861266210649,0.596128260100531
Doja Cat,Need To Know,158045,0.9324139577312344,0.6478816107949261
Chris Brown & Young Thug,Go Crazy,211986,0.18240503989171009,0.19579677634378434
