artist,song_name,duration_ms,danceability,energy
Drake & Future & Young Thug,Way 2 Sexy,90714,0.6212275550885166,0.19389152914025953
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,148492,0.3245847477122864,0.4310740426703348
Drake & Future & Young Thug,Way 2 Sexy,130433,0.6997546190418085,0.9681838612901807
Drake & 21 Savage & Project Pat,Knife Talk,290708,0.6311519523598856,0.7885126907847191
Luke Combs,Forever After All,97439,0.04559869460642185,0.8679386084220866
SZA,Snooze,66676,0.20665344734587654,0.8654840240326976
Morgan Wallen,Wasted On You,197002,0.1993468320045042,0.24440137413887086
Jose Feliciano,Feliz Navidad,44423,0.46942039676844804,0.9412443895008727
Billie Eilish,Happier Than Ever,139089,0.6005911234552939,0.1723916031925814
Olivia Rodrigo,Drivers License,86420,0.06403242432814282,0.3449638607184724
SAINt JHN,Roses,18942,0.9883252983345365,0.42826847858949035
Rema,Calm Down,68348,0.060761207629383085,0.35044645178048495
Justin Bieber,Ghost,2053,0.0495587835963649,0.24859885976386475
Kenya Grace,Strangers,134318,0.6429937978121354,0.7082858757431233
Arizona Zervas,Roxanne,57765,0.2755225701745312,0.32349342549027715
Future & Drake,Life Is Good,84554,0.8996714611811962,0.018350082388160938
Raye & 070 Shake,Escapism,62193,0.06639344325509478,0.5217248255167274
Bobby Helms,Jingle Bell Rock,84426,0.7703953823174874,0.31320021524318153
Doja Cat,Vegas,144658,0.5361378114648635,0.8365667960792343
Andy Williams,It's The Most Wonderful Time Of The Year,112239,0.3230373891427397,0.6482171858722193
Taylor Swift,Cruel Summer,52058,0.4795310875688902,0.6204031875638546
Imagine Dragons & JID,Enemy,114505,0.22727502705436986,0.4340223697814014
Camila Cabello & Ed Sheeran,Bam Bam,190682,0.7581688899040959,0.3090721440260351
Lil Nas X,Thats What I Want,23131,0.930490776581681,0.15461151170630072
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,46738,0.4011080621582016,0.17118069619138676
Gabby Barrett & Charlie Puth,I Hope,280715,0.6367530230743167,0.2150021288299352
WizKid & Justin Bieber & Tems,Essence,132313,0.11466248366805032,0.4456347798109739
Meghan Trainor,Made You Look,160301,0.23854064549185472,0.6216749362110429
Olivia Rodrigo,Good 4 U,281786,0.7149222216235117,0.6623322367336387
Dua Lipa,Don't Start Now,295472,0.8185284087598166,0.4154290552344603
Lil Nas X,Thats What I Want,287285,0.6261614191705082,0.36651293627916126
Miley Cyrus,Midnight Sky,187968,0.8954989731846849,0.12228045803276977
Justin Bieber,Ghost,297031,0.4390078844428362,0.24770509580540745
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,184317,0.9287223604084857,0.3687351197430776
Nathan Evans,Wellerman,182446,0.7733527908105609,0.25600378662952816
24kGoldn & Iann Dior,Mood,164401,0.015282642717888928,0.40044642148022813
Harry Styles,As It Was,129047,0.8552016672899017,0.8594617968551341
Justin Bieber & Chance The Rapper,Holy,270551,0.12637582230264865,0.14929288797229145
Bad Bunny & Jhay Cortez,Dakiti,133750,0.3215794445468253,0.40505354688914796
Ariana Grande,Positions,250864,0.4139941978696058,0.24056542447955886
Camila Cabello & DaBaby,My Oh My,292941,0.9763066482504301,0.6257195154901745
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,263760,0.17579537163168413,0.8737703347110687
Post Malone & The Weeknd,One Right Now,155529,0.275267825232579,0.50276110556548
Tate McRae,Greedy,215515,0.12957109964406943,0.20481420895602076
Tones & I,Dance Monkey,81907,0.8177207719400942,0.8673360827110493
Meghan Trainor,Made You Look,139659,0.6220471292430912,0.4666740603209052
Olivia Rodrigo,Drivers License,20172,0.6350921378742975,0.0617115790732059
Morgan Wallen,Sand In My Boots,29844,0.5100334499595998,0.6651804992991288
Burl Ives,A Holly Jolly Christmas,172388,0.8352835378294599,0.5097214787468459
Kenya Grace,Strangers,96795,0.13502216180257032,0.06903906545263949
