artist,song_name,duration_ms,danceability,energy
Miley Cyrus,Flowers,272013,0.2493758737034839,0.35758152843079205
Drake & Future & Young Thug,Way 2 Sexy,166787,0.983988573453618,0.21345480405576056
DJ Ti.sto,The Business,239271,0.1622407201063889,0.823968990670425
Camila Cabello & DaBaby,My Oh My,242800,0.9796823039093779,0.48259213895399966
Camila Cabello & Ed Sheeran,Bam Bam,5396,0.559012518260108,0.3806460980255486
Rema,Calm Down,250917,0.764168644816022,0.8285728124059537
Steve Lacy,Bad Habit,225389,0.38453224548648346,0.26032054964620865
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,132012,0.6698930189075994,0.23687631926740516
Justin Bieber & Daniel Caesar & Giveon,Peaches,136506,0.02522034342869206,0.9308536058340942
SAINt JHN,Roses (Imanbek Remix),4695,0.4617426788568143,0.4754926114257779
Sam Smith & Kim Petras,Unholy,235731,0.16053463096360143,0.041040545550728225
Cardi B,Up,93686,0.024167648484626825,0.14679773872968305
Nicky Youre & dazy,Sunroof,287606,0.6691594168447393,0.47483890770551507
Brenda Lee,Rockin' Around The Christmas Tree,65658,0.8806957762042167,0.9896833447665595
Kenya Grace,Strangers,166485,0.8307467428514456,0.9602342846239532
Harry Styles,Late Night Talking,79390,0.5787764416980559,0.23340089289561727
Tate McRae,You Broke Me First,203223,0.24551957744638286,0.4080812937448898
Roddy Ricch,The Box,5173,0.5681331162300111,0.5461853339154694
Jose Feliciano,Feliz Navidad,60617,0.6045168939199346,0.44298696305460006
Rosa Linn,Snap,86287,0.9792616009348197,0.404701174816682
Billie Eilish,What Was I Made For?,157297,0.3314263345348978,0.9853724909010055
Post Malone & The Weeknd,One Right Now,112202,0.25940424608441215,0.459255495530821
Nicky Youre & dazy,Sunroof,270609,0.08362084624548527,0.08786940868965076
Doja Cat & Nicki Minaj,Say So,264070,0.35836533547665295,0.028840338175122215
Kenya Grace,Strangers,292442,0.7143929623882225,0.7951311883272943
Doja Cat,Vegas,187044,0.8279564778970394,0.7121744372584928
Glass Animals,Heat Waves,206924,0.4706319180292574,0.21981756537795616
Doja Cat & The Weeknd,You Right,204134,0.7717040161422818,0.6159535607058113
Nicky Youre & dazy,Sunroof,172495,0.878875155602151,0.22824952570441537
Dove Cameron,Boyfriend,235719,0.3350901201754084,0.6421544582396163
Cardi B & Megan Thee Stallion,WAP,279016,0.6874616984547984,0.597662115008926
Ava Max,Kings & Queens,169751,0.3530833826000037,0.7891930213522582
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,96209,0.29129488559922945,0.4173827289326677
Zach Bryan,Something In The Orange,9009,0.8788348778056312,0.2922169430831535
Zach Bryan,Something In The Orange,289145,0.7878067562290714,0.6903862564273918
Stephen Sanchez,Until I Found You,120634,0.8493215296948239,0.34725338229018143
Dua Lipa & DaBaby,Levitating,224006,0.8241568560095582,0.7884155174130093
Doja Cat & SZA,Kiss Me More,150038,0.7466569163310768,0.5323551542035617
Pop Smoke & Lil Baby & DaBaby,For The Night,262395,0.21908079792952095,0.8069654341837027
Harry Styles,Late Night Talking,153810,0.4258131499181196,0.29560805234600696
Coldplay & BTS,My Universe,276579,0.16690025391087016,0.6020562192057191
