track_name,ms_played,genres
Drops Of Jupiter (Tell Me),270883
Dance Monkey,234946
People,202619
WHATS POPPIN,204889
This Love,93832
Calm Down,104447
Tipsy,185876
Made You Look,292841
We Found Love,223583
"Me, Myself & I",236463
Sorry,271554
Dip It Low,105914
Thinking Out Loud,12438
Give Me Everything,150826
Case Of The Ex (Whatcha Gonna Do),119515
Work,78987
Kryptonite,259744
Riptide,17901
Call Me Maybe,192957
Bad Habits,210615
Fast Car,102577
Independent Woman,2526
Behind These Hazel Eyes,228020
Right Thurr,136675
Drops Of Jupiter (Tell Me),79137
Say My Name,30278
Pumped Up Kicks,166348
High Hopes,25606
There You Go,70159
The Way I Are,66732
Flowers,275581
In Da Club,217888
No Tears Left To Cry,153346
The Way You Love Me,7674
I Try,110649
Montero (Call Me By Your Name),251362
Incomplete,230922
Get The Party Started,114955
Higher,118367
WAP,91537
Shivers,236966
Always On Time,73954
Hey There Delilah,163619
Stressed Out,128234
Congratulations,46125
My Ex's Best Friend,48257
Let It Snow! Let It Snow! Let It Snow!,33056
Fancy Like,37992
See You Again,85622
All For You,89078
That's What I Like,209564
Thank You,79280
In My Feelings,61922
Cupid,243837
The Reason,221667
All My Life,16902
Fast Car,59069
Go Crazy,114584
Promiscuous,69089
Break My Soul,61601
What Would You Do?,88622
Congratulations,49261
I Took A Pill In Ibiza,30138
Since U Been Gone,196877
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),279040
Bad Romance,139209
Firework,32420
Cold Water,115349
The Way I Are,287872
Take Me To Church,261544
I Know What You Want,1939
Cheerleader,269961
Laugh Now Cry Later,57949
You Sang To Me,241325
Nice For What,207912
Love Lies,32182
I Feel It Coming,237045
Shake It Off,179251
Hero,33202
Lose Yourself,138090
Thats What I Want,216064
In My Feelings,60026
Just Dance,11684
Before You Go,129778
Bump Bump Bump,146806
Titanium,175191
Fast Car,87677
Umbrella,184767
It Ain't Me,275021
Essence,163387
Gangnam Style,260138
Timber,122718
Lean Back,71881
