track_name,ms_played,genres
Love Don't Cost A Thing,84596
Lucid Dreams (Forget Me),6875
Sunflower (Spider-Man: Into The Spider-Verse),277310
What Was I Made For?,83704
Rockabye,109491
Snooze,152752
With Arms Wide Open,63326
Royals,98
The Monster,17446
Lose My Breath,76738
Snooze,161940
I Remember Everything,267713
All About That Bass,51425
Save Your Tears,85115
I Gotta Feeling,109418
Hollaback Girl,144668
1-2 Step,217315
Easy On Me,115056
Someday,95690
Therefore I Am,22504
Where Are You Now,45640
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),148247
Kings & Queens,104638
Where Are You Now,128010
You're Beautiful,267108
Summer,225281
I Knew I Loved You,79329
Savage Love (Laxed - Siren Beat),17640
Big Girls Don't Cry (Personal),48822
Crank That (Soulja Boy),168424
The Way You Love Me,172714
"Thank U, Next",206308
Don't Start Now,181473
You Broke Me First,135431
Levitating,80069
We Belong Together,223413
I Like You (A Happier Song),59289
Can't Feel My Face,110355
Good 4 U,131383
Confessions Part II,12373
Despacito,31800
Maria Maria,279771
One Kiss,173079
Dip It Low,44857
Dilemma,238114
Vegas,125983
Turn Me On,34788
Lemonade,270554
Kiss Me More,71358
Sure Thing,270743
Blurred Lines,41014
Moves Like Jagger,85369
Let Me Blow Ya Mind,244827
Humble,269511
Just Give Me A Reason,219140
Cheap Thrills,186405
See You Again,174503
Gangnam Style,199369
Circles,7444
ILY (I Love You Baby),101498
Trap Queen,171511
Ride Wit Me,172101
Let It Snow! Let It Snow! Let It Snow!,43912
Gangnam Style,209314
Get Low,270913
Girls Like You,39780
Dark Horse,88556
Some Nights,285695
Take My Breath,42564
WAIT FOR U,76698
All I Want For Christmas Is You,125552
It's Beginning To Look A Lot Like Christmas,138584
Breathe,101929
Dancing With A Stranger,11971
Without You,100349
Take Me To Church,35414
Happier,255270
You Proof,245520
Want To Want Me,45936
Sleigh Ride,9010
Heathens,84489
Photograph,11913
Heaven,259732
Royals,118945
Kings & Queens,269277
Hot In Herre,166731
Trap Queen,256604
The Game Of Love,216458
Let Me Love You,216465
Take My Breath,296451
Candy Shop,41619
My Humps,119148
Miss You,296812
Thinkin' Bout Me,68073
First Class,152197
It Wasn't Me,30248
One Dance,165242
Low,164567
Fancy,11682
We Are Young,175189
Stronger,286690
Royals,66052
Adore You,278935
Mood,21317
My Love,142922
Roller,249795
Memories,195048
Somebody That I Used To Know,210658
Titanium,195071
Deja Vu,43326
Burn,130284
My Immortal,280934
Without You,32392
All I Want For Christmas Is You,71649
Dynamite,76876
Despacito,177709
Rain On Me,129691
Butter,59475
Stronger,34238
Smooth,254600
Again,223406
Need To Know,100470
Firework,82988
Congratulations,296473
