track_name,ms_played,genres
Sand In My Boots,108752
I Hope You Dance,207914
The Business,207921
My Humps,7096
White Flag,116437
Let Me Love You,249350
Late Night Talking,88542
Calm Down,232528
Get Lucky,223663
Switch,110670
I Gotta Feeling,22202
Montero (Call Me By Your Name),289308
Watermelon Sugar,39748
The Motto,222503
Bad Romance,219917
The Way You Love Me,216087
Peru,142031
Late Night Talking,148609
I Wanna Know,196324
"Hey, Brother",132775
Stronger,9911
Sugar,289903
Take Me To Church,272046
Just Give Me A Reason,173581
ILY (I Love You Baby),276562
My Love,51535
How You Remind Me,97897
Only Time,184589
Mirrors,80695
Scream & Shout,138563
So What,113192
Stutter,9454
Only Time,139975
Cake By The Ocean,150617
Smooth,256179
Fancy,169422
Crazy In Love,152895
Whistle,60770
Everytime We Touch,225556
It's The Most Wonderful Time Of The Year,103549
Rude,177455
White Flag,55111
Feel Good Inc,131048
Jumpin' Jumpin',299595
Glimpse Of Us,230874
Viva la vida,255907
Pon de replay,109538
Sweet But Psycho,52711
Dance Monkey,135654
Goodies,238482
Say You Won't Let Go,25694
Before He Cheats,151806
Turn Me On,147570
Someone Like You,83347
Big Girls Don't Cry (Personal),285149
What Was I Made For?,239103
Panda,154628
Chandelier,117901
Grenade,169109
It's Gonna Be Me,176682
Fancy Like,148945
I Don't Wanna Know,154435
Blurred Lines,59832
One Kiss,284485
Something In The Orange,252894
Jenny From The Block,16041
Rich Flex,202080
That's What I Like,210470
Sugar We're Goin Down,175836
Woman,169570
Since U Been Gone,99916
You & Me,10929
Temperature,110920
Somebody That I Used To Know,223073
It's Beginning To Look A Lot Like Christmas,295181
Humble,150916
Shivers,199013
I Like It,31306
Dance Monkey,274274
My Love,108691
Amazed,152831
Check On It,52214
Last Christmas,213125
Don't Phunk With My Heart,1963
All I Have,246763
Lemonade,274551
Midnight Sky,279552
Candy Shop,14748
Favorite Song,47914
Boulevard Of Broken Dreams,282632
All I Want For Christmas Is You,12929
Survivor,187548
Whistle,270056
Crank That (Soulja Boy),167771
Dark Horse,133930
everything i wanted,243691
Snooze,273699
Calling My Phone,71226
I'm Good (Blue),69458
Roses,102274
Right Thurr,141224
Stressed Out,103677
Fast Car,164663
Butter,62487
Hit 'em Up Style (Oops!),105040
Rapstar,235273
"Thank U, Next",200890
Roar,288175
You're Beautiful,142594
Thought You Should Know,298423
Mr Brightside,91019
Rockstar,115355
Thank You,169821
Incomplete,268708
Peru,145934
I Like It,75660
Rapstar,50642
Without Me,89450
Where Are You Now,32036
Umbrella,34632
Something In The Orange,256170
Pompeii,189177
Sand In My Boots,292664
Mr Brightside,88203
Don't Start Now,5219
Last Christmas,284952
Something In The Orange,187017
Lucid Dreams (Forget Me),115740
Death Bed,95582
Am I Wrong,153009
Am I Wrong,295800
Shallow,233299
Higher,97379
Calm Down,196311
Fancy Like,282183
Blinding Lights,68073
Heat Waves,21593
Music,267704
Hero,123060
Somebody That I Used To Know,116713
Someday,280691
Love Me Like You Do,70831
The Kind of Love We Make,242062
We Don't Talk About Bruno,238631
Senorita,180045
Chandelier,110286
Calm Down,210528
Breaking Me,282384
Scream & Shout,132353
Hey There Delilah,215254
It's Beginning To Look A Lot Like Christmas,81861
Buttons,32258
Bleeding Love,214604
Crank That (Soulja Boy),168769
Truth Hurts,132275
Woman,176810
Before He Cheats,75910
I Like You (A Happier Song),208404
Waka Waka (This Time For Africa),67321
Peru,56567
Something Just Like This,233045
Levitating,42003
Fukumean,274266
What You Know Bout Love,157583
Happier,134650
Here Without You,115309
Ride,139718
There's Nothing Holdin' Me Back,100532
I'm Real,98337
Rather Be,250810
Be Without You,277882
People,81674
Feel It Still,209968
Jenny From The Block,266281
Stutter,250144
Another Love,98870
Dancing With A Stranger,89788
Hello,176108
What Was I Made For?,97410
Truth Hurts,137520
Get The Party Started,139766
Traitor,102386
Safe And Sound,126790
As It Was,276402
Without Me,118273
Can't Get You Out Of My Head,193261
Someone You Loved,27075
Meant To Be,108068
Just Dance,220894
How You Remind Me,145322
First Class,19913
Where Are You Now,135205
Lift Me Up,80383
How We Do,73332
Lavender Haze,9842
abcdefu,254684
Mirrors,84313
Love Don't Cost A Thing,27833
Thinking Out Loud,296300
Rockin' Around The Christmas Tree,236128
Big Energy,240868
Riptide,252535
Drops Of Jupiter (Tell Me),64083
Music,205
Someday,125017
Chemical,177641
You Sang To Me,70904
Follow Me,10861
Shape Of You,163662
Radioactive,148855
How You Remind Me,274385
He Wasn't Man Enough,39565
Where Are You Now,126194
1-2 Step,299191
Youngblood,251744
New Rules,120785
My Immortal,292234
Wasted On You,106509
This Love,152588
Talk,275374
Happier,186735
Over & Over,106205
Tik-Toc,61013
Thats What I Want,279039
Always On Time,22598
Without Me,237559
A Thousand Miles,70208
Watermelon Sugar,144932
Heathens,77483
Dancing With A Stranger,152481
Pompeii,226205
The Christmas Song (Merry Christmas To You),91093
Thank God,52406
Glimpse Of Us,194331
I Gotta Feeling,283249
Starboy,208667
Cruel Summer,158062
Midnight Sky,83765
Ghost,191799
Thinking Out Loud,279118
You Proof,25262
If I Ain't Got You,291418
Hello,131503
Rockstar,268909
Burn,138874
Ride,227619
ILY (I Love You Baby),171732
It's Been Awhile,70364
U Remind Me,272127
Demons,17786
Meant To Be,106189
Don't Cha,56367
"Whenever, Wherever",209369
Blurry,31483
Roxanne,221373
Cake By The Ocean,233340
Switch,130687
Go Crazy,58766
Dark Horse,92782
All My Life,43280
My Boo,113050
Beautiful Mistakes,209209
This Girl,31707
Bring Me To Life,126576
Can't Fight The Moonlight,72525
One Dance,57473
Be Without You,201317
Shape Of You,22279
I'm Real,259074
Memories,299547
Blinding Lights,45985
Up,231763
1-2 Step,48766
I Don't Wanna Know,295074
Happy,255997
Hot In Herre,257481
Let Her Go,278396
Kill Bill,291585
Favorite Song,158766
Temperature,32025
1-2 Step,297803
Bad Romance,273379
Shallow,240179
Thinkin' Bout Me,241368
He Wasn't Man Enough,94028
Love Tonight,294208
Big Energy,82283
Happier,249593
Royals,285487
Cheap Thrills,87700
Do It To It,241243
Right Thurr,87461
Positions,277137
Stand Up,5765
Somebody That I Used To Know,146153
My Ex's Best Friend,205746
The Wild Ones,110556
Toosie Slide,278902
Sad!,243130
The Business,213014
Paradise,31286
