track_name,ms_played,genres
Peaches,147569
Riptide,82429
Just Dance,54662
The Hills,10979
Flowers,108146
Cupid,84085
Stitches,16964
I Took A Pill In Ibiza,133377
Chasing Cars,227850
Lucid Dreams (Forget Me),66953
U Remind Me,193029
Call Me Maybe,100108
Lonely No More,259626
Ain't It Funny,108321
Roar,230945
Last Christmas,106818
We Belong Together,210565
My Oh My,202252
Someone Like You,96508
Waka Waka (This Time For Africa),154600
Mercy,80393
He Wasn't Man Enough,116188
Buttons,266713
What Would You Do?,15815
All For You,93299
Thrift Shop,89382
1-2 Step,252261
WHATS POPPIN,28143
Unwritten,255056
Old Town Road,209448
Summer,109763
All I Want For Christmas Is You,258924
Pumped Up Kicks,29164
Lemonade,87452
Last Christmas,252877
Work It,18007
Deja Vu,176049
Irreplaceable,211589
Break My Soul,16293
In Da Club,145370
I Gotta Feeling,11670
The Kind of Love We Make,136145
In Da Club,220640
Confessions Part II,296986
Hot In Herre,242317
Without Me,64799
Bang Bang,150511
Break My Soul,75805
Wow.,6325
Born This Way,77910
Everytime We Touch,281119
Stay,220791
I Feel It Coming,34046
Beverly Hills,34441
Meant To Be,298800
Best Friend,175491
Montero (Call Me By Your Name),161220
Butter,113517
Disturbia,276407
Thrift Shop,240160
It Feels So Good,162258
Blurry,157225
Sunroof,105357
Survivor,44966
In My Feelings,234697
Tik-Toc,261207
My Love,108757
Girlfriend,247249
I Knew You Were Trouble,32916
Creepin',189042
Pepas,18212
Get Lucky,124164
Locked Out Of Heaven,46333
Bad Guy,133655
Big Energy,207573
It's Beginning To Look A Lot Like Christmas,225365
I Like You (A Happier Song),150826
It Feels So Good,129805
Don't Start Now,145618
I Knew You Were Trouble,199135
Amazed,272168
Life Is Good,286736
Ella Baila Sola,26170
Castle On The Hill,170114
How We Do,22215
Breaking Me,294223
Humble,241569
Maria Maria,207217
Savage Love (Laxed - Siren Beat),118918
Something Just Like This,285787
Where Is The Love?,261519
WAP,252245
Stay,27869
Dip It Low,238697
U Got It Bad,280798
Lose My Breath,105366
Flowers,209785
Something Just Like This,12036
Rock And A Hard Place,187978
No One,298595
Riptide,156731
Good 4 U,34836
Woman,17560
24K Magic,181905
Beautiful,285112
I Hope You Dance,171471
Beggin',80056
Again,47451
Always On Time,73007
Switch,75973
Stay,58767
Goodies,275065
Let Me Blow Ya Mind,267029
Titanium,223088
How You Remind Me,224512
White Flag,58434
Say My Name,271217
I Like It,208626
Bump Bump Bump,869
Beverly Hills,224097
Dance Monkey,296342
Better Now,30662
U Got It Bad,115580
What Was I Made For?,159029
Mirrors,41584
Follow Me,21883
Say My Name,90133
Snap,287156
Where Is The Love?,74624
Scream & Shout,232446
Jumpin' Jumpin',214306
Attention,11939
F**k You/Forget You,207126
A Holly Jolly Christmas,55496
In The End,277973
Woman,246731
Lights,99913
Bad Guy,260643
Just Give Me A Reason,7359
Ain't It Funny,145021
Roxanne,237138
Uptown Funk,136187
Shallow,274376
Take Me To Church,203964
Something In The Orange,66957
Dance Monkey,298960
Sunflower (Spider-Man: Into The Spider-Verse),213996
I Kissed A Girl,149797
In My Feelings,79705
Tik-Toc,61280
Shivers,290701
What's Luv?,207876
New Rules,136049
Work,30863
Miss You,289663
I Don't Care,271970
Behind These Hazel Eyes,120190
Ain't It Funny,61305
Love Me Like You Do,34848
It's Been Awhile,4288
She Had Me At Heads Carolina,259583
This Girl,111431
U Remind Me,91473
Ho Hey,46927
Maria Maria,12426
There You Go,289898
Bring Me To Life,26870
Enemy,81105
Lucid Dreams (Forget Me),232160
Get Lucky,167014
"Hey, Brother",31075
Everytime We Touch,99587
Best Friend,1179
Beautiful,217304
Viva la vida,82590
The Sweet Escape,154458
Girlfriend,161770
"Hey, Brother",223164
When I'm Gone,46020
I Gotta Feeling,11266
Mercy,13264
Let Me Blow Ya Mind,246975
Greedy,274614
All Of Me,62380
You're Beautiful,201367
Can't Feel My Face,59036
Super Gremlin,222353
Despacito,16727
Confessions Part II,249054
Firework,70167
Humble,175175
Barbie World,143952
She Will Be Loved,79260
Be Without You,161784
"Bye, Bye, Bye",83069
Calling My Phone,231230
Mirrors,147279
Radioactive,19423
Traitor,180516
1-2 Step,192086
Montero (Call Me By Your Name),31223
S&M,222309
"Bye, Bye, Bye",169233
Ride Wit Me,158290
Sucker,299221
Sucker,52595
Traitor,91565
I Like It,205381
Just The Way You Are (Amazing),20218
Lonely No More,137562
Crazy,98021
Circles,124002
Rockstar,118780
Rockin' Around The Christmas Tree,97134
The Reason,160709
Hanging By A Moment,34301
1-2 Step,80613
Chemical,95430
Baby Boy,139722
There You Go,115555
Angel,98415
Glimpse Of Us,105335
Can't Fight The Moonlight,286345
What Makes You Beautiful,29008
The Way You Love Me,53132
I Don't Wanna Know,38148
Shake Ya Tailfeather,280830
"Hey, Brother",126835
Jenny From The Block,131092
I'm Not The Only One,22774
Shut Up & Dance,183333
Glimpse Of Us,254802
Goodies,148065
Say My Name,243739
What Makes You Beautiful,164398
(Hot S**t) Country Grammar,2278
Montero (Call Me By Your Name),154195
My Oh My,27958
Photograph,247983
I Know What You Want,58497
Running Up That Hill (A Deal With God),31092
Blinding Lights,168627
golden hour,141435
The Motto,230599
Daylight,37224
Dance Monkey,239541
If I Ain't Got You,145535
The Christmas Song (Merry Christmas To You),158480
Someday,160523
So What,288576
Love Yourself,266503
Vampire,267162
I Don't Care,201101
Everytime We Touch,258072
Do It To It,147865
Check On It,1064
Riptide,42369
Thong Song,136460
She's All I Wanna Be,81324
Paradise,73444
Holy,191425
In The End,51098
Bad Guy,5587
Don't Start Now,46284
Dynamite,29021
Do It To It,137885
Give Me Everything,124487
The Bones,212848
Survivor,206658
Work,13258
I Like It,161340
Montero (Call Me By Your Name),86219
Irreplaceable,47168
What You Know Bout Love,279605
It Wasn't Me,294898
We Found Love,74811
Lose My Breath,98636
Intentions,228633
Sucker,214772
Despacito,208749
Don't Phunk With My Heart,288501
Faded,13098
Can't Get You Out Of My Head,7941
Knife Talk,66538
Kill Bill,112462
1-2 Step,149405
Set Fire To The Rain,28093
Don't Start Now,14318
Stutter,286455
Whistle,202215
White Flag,90494
Get Busy,145629
Just The Way You Are (Amazing),122144
Snooze,290587
You & Me,134761
Cuff It,268737
Dip It Low,210705
I Don't Wanna Live Forever (Fifty Shades Darker),70694
U Remind Me,168552
Wellerman,296935
Beautiful,45275
This Is What You Came For,13364
Roses,163043
It's The Most Wonderful Time Of The Year,74126
Ride Wit Me,78518
Beverly Hills,261588
Can't Feel My Face,132667
Cheap Thrills,206914
Someone You Loved,219164
everything i wanted,181220
WAIT FOR U,194971
Before He Cheats,187880
I Hope,224864
Adore You,66608
Hips Don't Lie,225035
Blinding Lights,153829
Low,22546
Love Nwantiti,127711
Bad Habit,259107
Love The Way You Lie,260800
"Thank U, Next",56628
Say My Name,59715
It's Gonna Be Me,151921
I Feel It Coming,235117
Again,75067
Low,62841
Knife Talk,201119
Love Yourself,282804
Stronger,140965
Bring Me To Life,163166
What Would You Do?,13610
Candy Shop,292902
Sand In My Boots,95045
When I'm Gone,174202
If I Ain't Got You,177234
I Wanna Know,118545
Lose Yourself,37973
Escapism,95522
F**k it (I Don't Want You Back),257142
Senorita,73435
Rock And A Hard Place,84373
Blurry,50890
Eyes Closed,285051
Safe And Sound,280846
Strangers,281706
Cruel Summer,55142
Hanging By A Moment,84861
In My Feelings,142517
Break My Soul,102866
Feliz Navidad,193204
Crazy,122233
He Wasn't Man Enough,93069
Positions,31093
I Wanna Know,181064
Radioactive,219966
Thank You,64
Super Gremlin,23577
As It Was,166103
Don't Cha,71993
Gold Digger,272178
Born This Way,289502
I am yours,28204
PIMP,98934
Rockstar,15436
Best Friend,66978
My Humps,193028
Can't Fight The Moonlight,141440
Incomplete,89078
My Oh My,249235
Take Me To Church,50678
Hot 'n' cold,134251
Break My Soul,190478
Doesn't Really Matter,28815
Super Freaky Girl,238259
This Love,271391
Drops Of Jupiter (Tell Me),117292
Uptown Funk,137205
Levitating,211423
Friends,117087
Everything You Want,84349
Life Is Good,133443
It Ain't Me,160285
Yeah!,28814
Because Of You,257821
Fukumean,134361
Enemy,53861
Lights,230080
Blurred Lines,178261
Girls Like You,91524
Panda,259748
Somebody That I Used To Know,222598
Say My Name,249534
Mirrors,29998
When I'm Gone,197561
Some Nights,142023
Thats What I Want,262080
Sand In My Boots,176420
Ain't It Funny,139628
Just Give Me A Reason,119501
