track_name,ms_played,genres
Bump Bump Bump,294370
Love Lies,41225
It's The Most Wonderful Time Of The Year,280063
Blinding Lights,133804
Bleeding Love,45891
Behind These Hazel Eyes,277933
abcdefu,51777
Positions,63813
Break My Soul,269902
Sleigh Ride,185892
Last Night,46958
Love Don't Cost A Thing,293363
Don't Phunk With My Heart,106903
Call Me Maybe,205052
We Belong Together,267695
Hit 'em Up Style (Oops!),58338
WAIT FOR U,150589
Vegas,111965
Watermelon Sugar,204610
High Hopes,283674
We Belong Together,261833
Work,106286
My Immortal,272044
Just The Way You Are (Amazing),51733
There's Nothing Holdin' Me Back,285355
Sure Thing,116740
Umbrella,74391
New Rules,228291
Hey Ya!,250375
Go Crazy,195185
What Makes You Beautiful,246668
Chasing Cars,284377
Traitor,121224
Buy Dirt,289792
Drivers License,81600
Ignition,99392
Anti-Hero,168552
Crazy,122239
Death Bed,88139
Ride Wit Me,49063
Jumpin' Jumpin',51969
Royals,96350
Titanium,124103
Lose My Breath,4520
It Feels So Good,266028
Only Time,106955
So What,59064
Rich Flex,19289
No One,190085
We Found Love,281468
The Bones,267486
Love Don't Cost A Thing,201968
Breakaway,945
All My Life,294133
Save Your Tears,91214
Despacito,272562
Rapstar,36254
Daylight,193627
Because Of You,256444
Lemonade,291619
Truth Hurts,235500
Where Are U Now,12379
Knife Talk,166670
Where Is The Love?,250587
Drops Of Jupiter (Tell Me),179946
Wild Thoughts,139748
Disturbia,167935
Crank That (Soulja Boy),201186
Me porto bonito,24961
Rolling In The Deep,34640
Peaches,279349
Toosie Slide,199016
Seven Years,38265
No One,209967
Sweet But Psycho,203824
Eastside,131978
The Motto,49543
Heat Waves,132971
Numb,171249
God's Plan,275862
Old Town Road,160007
Locked Out Of Heaven,173990
You & Me,93053
Poker Face,247617
Jumpin' Jumpin',185729
Better,198096
Umbrella,109290
Dynamite,101825
Shake Ya Tailfeather,15998
The Kind of Love We Make,182899
Best Friend,271041
All About That Bass,261424
Glimpse Of Us,199388
My Immortal,205120
Love The Way You Lie,99461
Dakiti,224502
Therefore I Am,173850
Fill Me In,272733
Sugar We're Goin Down,42736
Lose Yourself,183677
Say You Won't Let Go,77252
Deja Vu,264472
Boyfriend,96832
Demons,82043
Someone Like You,50169
Meant To Be,259910
Love Me Like You Do,258386
High Hopes,164110
The Middle,246030
Bad Habits,87623
I Don't Wanna Live Forever (Fifty Shades Darker),78706
Viva la vida,138022
Toosie Slide,201625
Only Time,243146
Breaking Me,251374
Lift Me Up,17141
Peru,170126
Payphone,116042
Drivers License,206946
I'm Good (Blue),30845
No One,106911
One Dance,55828
"Bye, Bye, Bye",210528
Lose My Breath,259714
High Hopes,39279
How We Do,187960
Talk Dirty,160219
Shake It Off,235586
My Humps,150861
Someday,149302
Lonely No More,44672
I Try,222118
Set Fire To The Rain,144376
I Don't Care,211593
Blank Space,116885
It Wasn't Me,86309
Breathe,127607
It's Been Awhile,50407
Thought You Should Know,277955
Heartbreak Anniversary,10800
Boyfriend,50594
Lavender Haze,178881
Super Freaky Girl,169115
F**k it (I Don't Want You Back),96003
Complicated,216122
Running Up That Hill (A Deal With God),143960
This Girl,247730
Knife Talk,52896
Eyes Closed,292738
Friends,257016
Tik-Toc,277135
Thrift Shop,28813
There's Nothing Holdin' Me Back,284074
Rude,179202
Pompeii,153295
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),156211
Uptown Funk,268487
Stitches,225294
Thunder,90452
Pompeii,13665
Bad Habit,237636
Favorite Song,59009
Love Don't Cost A Thing,231138
Last Christmas,157096
I'm Not The Only One,80218
Where The Party At,51114
Waves,42238
"Hey, Brother",59391
Youngblood,88601
Santa Tell Me,16641
Everything You Want,116404
If You're Gone,160396
For The Night,102236
WHATS POPPIN,164550
White Flag,297878
Just Wanna Rock,287025
Astronaut In The Ocean,107544
Moves Like Jagger,131394
Love Tonight,193191
