track_name,ms_played,genres
Players,202947
24K Magic,43953
Memories,188006
Seven Years,111713
Friends,292635
Castle On The Hill,27394
Yeah!,297109
All I Want For Christmas Is You,239007
Knife Talk,131688
All I Want For Christmas Is You,47376
The Kind of Love We Make,193736
Stay With Me,231615
Ho Hey,156536
Intentions,149375
Smack That,54088
We Are Young,137969
It Feels So Good,124589
Lucid Dreams (Forget Me),98103
Memories,42604
Tik-Toc,221768
Goodies,38686
Love Yourself,274065
Temperature,94855
We Belong Together,28699
Habits (Stay High),254527
Check On It,157604
Rockstar,15825
Meant To Be,157241
I Wanna Know,29759
Old Town Road,223709
Cupid,194421
Youngblood,94237
"Hey, Soul Sister",49958
Ghost,127516
What's Luv?,288254
The Way You Love Me,124074
Roller,36101
Poker Face,259301
Flowers,41858
Someone Like You,24019
Wellerman,30008
Rock And A Hard Place,142911
Therefore I Am,90198
The Reason,268675
I Know What You Want,256285
Dilemma,290024
Because Of You,65309
Roses,207285
I Wanna Know,291840
Memories,71996
abcdefu,77070
Rockstar,289119
Fancy Like,179990
Set Fire To The Rain,213579
Say So,130224
All I Want For Christmas Is You,42201
Poker Face,284211
What's Luv?,50205
Tik-Toc,244876
Get Low,222515
Let It Snow! Let It Snow! Let It Snow!,2305
You Broke Me First,256585
Amazed,241491
7 Rings,112399
Work From Home,122120
Can't Stop The Feeling,271879
Die For You,162493
Call Me Maybe,294750
All I Want For Christmas Is You,38550
I Don't Wanna Live Forever (Fifty Shades Darker),19055
I Gotta Feeling,203175
Rockabye,248815
Calling My Phone,77774
Mr Brightside,235156
Riptide,235392
Astronaut In The Ocean,287851
One More Night,147752
Where Are You Now,200223
Let It Snow! Let It Snow! Let It Snow!,256128
Lean On,239856
Again,180576
Bad Day,92441
Crank That (Soulja Boy),41085
People,12094
Die For You,162956
Knife Talk,90463
Santa Tell Me,110001
Confessions Part II,159064
White Flag,299745
Thong Song,287866
I Hope You Dance,81083
ILY (I Love You Baby),243954
All I Want For Christmas Is You,185314
Another Love,194657
Let Her Go,12234
New Rules,190561
Something Just Like This,189562
Don't Phunk With My Heart,198634
Talk Dirty,203651
Love Me Like You Do,90576
Without Me,1032
Party Rock Anthem,12989
I Hope,289128
Just Give Me A Reason,174
DJ Got Us Fallin' In Love,248706
My Ex's Best Friend,165935
Only Time,112479
Work,95926
Panda,72544
Shake It Off,89086
Numb,171235
Complicated,90515
In The End,291630
The Christmas Song (Merry Christmas To You),235623
Don't Phunk With My Heart,160434
I'm Not The Only One,65008
Nice For What,223531
Shut Up & Dance,105423
Sad!,222421
I Gotta Feeling,119537
Traitor,135916
Tipsy,101368
I Gotta Feeling,139077
Friends,255575
Chemical,19411
Bad Habit,69560
Toosie Slide,21805
"Whenever, Wherever",279694
Get The Party Started,296763
Behind These Hazel Eyes,227019
Sweet But Psycho,243252
U Remind Me,225293
Hung Up,12911
Need To Know,297910
Glimpse Of Us,161988
Work It,156794
Heat Waves,243332
Mirrors,152897
"Bye, Bye, Bye",159123
Boyfriend,205118
Am I Wrong,285885
Need To Know,150051
Dance Monkey,137727
Bad Habit,186950
Santa Tell Me,173066
For The Night,289984
Cheerleader,140007
We Don't Talk About Bruno,265937
Break My Soul,126718
Falling,206386
If You're Gone,94572
Mercy,185601
I Don't Wanna Know,42055
Rockstar,38014
Favorite Song,134057
Jenny From The Block,57811
The Christmas Song (Merry Christmas To You),242443
Dancing With A Stranger,263012
It Wasn't Me,227751
Sicko Mode,274991
