track_name,ms_played,genres
I Hope You Dance,15303
Sure Thing,43793
Photograph,240969
Love Nwantiti,93453
Rolling In The Deep,3081
Favorite Song,206306
If You're Gone,72347
Get Low,200286
Heartbreak Anniversary,193448
Poker Face,82335
Memories,280204
How You Remind Me,107992
That's What I Like,56246
Thunder,171602
Peaches,136052
Mirrors,16689
Sicko Mode,82344
Peaches,34866
Do It To It,140495
There's Nothing Holdin' Me Back,24458
Super Gremlin,18391
Just Dance,263493
Psycho,154584
Kiss Me More,191503
We Belong Together,178318
WHATS POPPIN,68936
Lose Yourself,170057
Confessions Part II,74655
Treat You Better,71604
Thunder,63346
Lavender Haze,240836
Take Me To Church,230720
Burn,143779
We Found Love,207592
About Damn Time,92403
You Broke Me First,186840
Follow Me,298277
You Broke Me First,125877
Case Of The Ex (Whatcha Gonna Do),63213
The Business,38147
Last Night,290735
Levitating,28375
Unholy,153978
Right Thurr,161207
Thunder,197094
Let Me Love You,199153
Summer,156214
Forever After All,80955
Unforgettable,5088
The Bones,281998
Cupid,55002
Rapstar,65636
Shallow,19057
Pon de replay,157324
Bump Bump Bump,43918
U Remind Me,98197
Late Night Talking,190829
We Belong Together,85934
Rather Be,31904
Shivers,163661
How We Do,147830
A Holly Jolly Christmas,245610
Jumpin' Jumpin',148740
Butterfly,163681
Break My Heart,105619
All Of Me,160520
Wild Thoughts,279831
Demons,107906
Sunroof,169077
Running Up That Hill (A Deal With God),77598
U Got It Bad,205845
Follow Me,166363
Crazy,225580
Survivor,185283
Humble,264203
Photograph,206687
1-2 Step,63086
Vegas,232271
Lose Yourself,255846
Umbrella,265752
Again,103057
Stand Up,208364
Kiss Me More,109022
What Makes You Beautiful,114174
You & Me,175537
My Oh My,93850
U Got It Bad,206956
Feliz Navidad,154949
Vampire,85644
Cold Water,115887
I Like It,3092
Work It,184760
My Universe,106785
It's Beginning To Look A Lot Like Christmas,47262
The Christmas Song (Merry Christmas To You),19099
Everytime We Touch,71435
I Took A Pill In Ibiza,25116
Higher,245849
Cuff It,204140
Work,161366
Pumped Up Kicks,260260
Hips Don't Lie,257461
Anti-Hero,252029
Panda,84602
Jumpin' Jumpin',73845
Yeah!,11424
Leave The Door Open,29768
I Remember Everything,78194
First Class,248195
The Bones,140204
Sunflower (Spider-Man: Into The Spider-Verse),51290
Need A Favor,2715
Someone You Loved,15958
Where Are U Now,861
Hero,39885
Die For You,218883
I Knew I Loved You,143531
Bleeding Love,208555
Love The Way You Lie,152812
Hey Ya!,299921
Fancy Like,126704
I Know What You Want,239984
Baby Boy,56358
Up,258780
The Motto,30683
Dance The Night,269766
Butter,286241
You Proof,26231
Snooze,78622
California Gurls,229709
Miss You,192925
Better,247145
WHATS POPPIN,231474
Someone Like You,223905
Get Busy,35250
Dance Monkey,245284
Blueberry Faygo,217613
Someone You Loved,62227
Calling My Phone,139898
People,223852
Say You Won't Let Go,268812
Counting Stars,104372
Go Crazy,174722
I'm The One,221851
Somebody That I Used To Know,136185
Peru,12847
Rapstar,49813
Numb,249291
Just The Way You Are (Amazing),34669
Creepin',229150
Sorry,209316
You & Me,42496
We Are Young,124869
Burn,84076
Tik-Toc,290960
Head & Heart,132519
Say My Name,257329
Stay With Me,25859
The Way You Love Me,162227
Love Don't Cost A Thing,989
"Thank U, Next",151500
Ride Wit Me,225728
Low,221426
Somebody That I Used To Know,16949
Wow.,43094
Somebody That I Used To Know,284941
Royals,248523
Sand In My Boots,261172
Better,267396
Rockstar,293006
"Whenever, Wherever",248095
I Need A Girl,74238
Wrecking Ball,3027
Super Gremlin,20789
Last Night,196091
Tipsy,43066
Can't Stop The Feeling,286290
Friends,174824
Heartbreak Anniversary,166502
I Don't Wanna Know,289747
Need To Know,6423
Irreplaceable,265305
Better Now,163769
I Wanna Know,116375
Beggin',122969
