track_name,ms_played,genres
Feliz Navidad,66543
Candy Shop,92338
Humble,145668
Big Energy,227044
Wake Me Up,14143
Dark Horse,53952
There You Go,144736
DJ Got Us Fallin' In Love,206414
Breathe,118898
WHATS POPPIN,240866
Photograph,91550
The Kind of Love We Make,47506
The Hills,179019
Buy Dirt,111498
Rain On Me,74614
Kryptonite,210860
Say It Right,269769
Where The Party At,11618
Check On It,298064
Take Me To Church,111088
Let Her Go,85661
Dynamite,286656
Someday,172654
New Rules,160730
Can't Stop The Feeling,176192
The Bones,155391
Up,112164
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),75326
Butterfly,242016
Leave The Door Open,45594
I Like It,93740
Perfect,282801
The Game Of Love,22799
Calm Down,156881
Work,211090
Better,187236
Check On It,138107
Something Just Like This,143643
U Got It Bad,139048
All About That Bass,163557
Heat Waves,187607
I Ain't Worried,37994
Rapstar,73571
Hanging By A Moment,89358
Kill Bill,203145
This Girl,230844
Fancy Like,493
Players,58092
Sunroof,208427
Love Don't Cost A Thing,129426
Stitches,36580
Thought You Should Know,4514
Beautiful,33135
Gold Digger,260618
All I Want For Christmas Is You,283091
Forever After All,168073
I'm Real,215094
Flowers,124603
"Thank U, Next",249425
Dilemma,210118
Leave The Door Open,78777
Laugh Now Cry Later,130265
Can't Feel My Face,50492
"Whenever, Wherever",192529
Hey There Delilah,6808
What Was I Made For?,64020
Rockstar,179244
Without You,248051
First Class,9677
See You Again,81457
Safe And Sound,2100
I'm The One,212334
Mood,76138
The Business,232353
Daylight,230898
A Thousand Miles,75305
Chemical,102371
Lean Back,114095
PIMP,247590
God's Plan,204851
Bleeding Love,209434
Butterfly,177757
Music,110920
Happier Than Ever,33635
I Know What You Want,164509
Most Girls,156510
The Wild Ones,160014
Rockstar,289570
So What,224606
Me porto bonito,152511
Gold Digger,5130
Don't Phunk With My Heart,239934
"Bye, Bye, Bye",2696
Daylight,110708
Pompeii,290912
Wow.,125097
PIMP,248956
Lean On,60073
Late Night Talking,157986
Sucker,22937
Can't Hold Us,8062
The Monster,9757
I Feel It Coming,74165
Hips Don't Lie,226434
Love Yourself,74075
Beautiful Mistakes,76197
I Wanna Know,220500
Memories,73275
Thinking Out Loud,172178
Boyfriend,126473
Calling My Phone,109813
That's What I Like,243274
Believer,92794
Can't Get You Out Of My Head,190328
WHATS POPPIN,258983
Kill Bill,58707
Set Fire To The Rain,254916
Peaches,132248
Humble,77867
Foolish,67944
Panda,278184
Wellerman,136669
All I Have,197856
I Hope,22644
You Proof,164319
We Found Love,274592
Bleeding Love,3162
Where Are You Now,229123
I Try,114952
Wellerman,62475
Doesn't Really Matter,268495
Kiss Me More,204526
Just Give Me A Reason,269362
One Kiss,24263
"Hey, Brother",9234
Fancy,125758
My Humps,279730
My Oh My,270122
Stressed Out,303
Happy,197995
"Hey, Brother",12151
All My Life,143125
Mercy,23111
Give Me Everything,44195
Cold Water,64059
Yeah!,127701
Eyes Closed,271014
Roar,237070
Up,158269
Calm Down,239479
What Would You Do?,250643
Earned It (Fifty Shades Of Grey),243693
Ho Hey,71280
(Hot S**t) Country Grammar,180772
She's All I Wanna Be,176873
The Reason,123729
Bring Me To Life,276981
Head & Heart,254480
"Me, Myself & I",184489
Sunroof,128381
All I Want For Christmas Is You,123211
Thinkin' Bout Me,12992
Just Wanna Rock,2198
Titanium,198822
Photograph,263934
Truth Hurts,13979
Fancy Like,150923
Another Love,29387
Rain On Me,233221
Animals,214291
The Bones,12221
Stay,245193
Let Me Blow Ya Mind,135695
"Me, Myself & I",140169
Shake It Off,47103
7 Rings,11828
Crank That (Soulja Boy),237914
